,age,default,balance,housing,loan,duration,campaign,pdays,previous,y,date,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,contact_cellular,contact_telephone,contact_unknown,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown
25,2,0,1,0,0,0.05892088712346905,0.02040816326530612,0.0,0,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
26,3,0,0,1,0,0.0804369414101291,0.0,0.0,0,0,241,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
27,4,0,0,0,0,0.03806686527639854,0.0,0.12155963302752294,2,0,137,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
28,4,0,0,0,1,0.04799735187024164,0.02040816326530612,0.0,0,0,155,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
29,3,0,0,0,1,0.023171135385633895,0.02040816326530612,0.0,0,0,133,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
30,4,0,1,0,0,0.29559748427672955,0.02040816326530612,0.0,0,1,171,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
31,1,0,0,0,0,0.025488248924197286,0.04081632653061224,0.0,0,0,127,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
32,4,0,0,0,0,0.011916583912611719,0.0,0.0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
33,1,0,0,1,0,0.3157894736842105,0.10204081632653061,0.0,0,1,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
34,3,0,0,0,0,0.11585567692816948,0.04081632653061224,0.0,0,1,141,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
35,2,0,0,1,0,0.04832836809003641,0.0,0.0,0,0,232,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
36,4,0,0,0,0,0.030784508440913606,0.0,0.0,0,1,71,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
37,1,0,0,1,0,0.042370076133730554,0.0,0.0,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
38,1,0,0,1,0,0.2519033432638199,0.0,0.393348623853211,2,1,240,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
39,0,0,0,1,0,0.003972194637537239,0.3469387755102041,0.0,0,0,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
40,2,0,2,1,0,0.20026481297583582,0.02040816326530612,0.11697247706422019,3,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
41,2,0,0,0,0,0.033763654419066536,0.02040816326530612,0.0,0,0,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
42,3,0,0,1,0,0.11949685534591195,0.0,0.0,0,0,233,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
43,1,0,0,1,0,0.06653426017874876,0.04081632653061224,0.0,0,0,233,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
44,1,0,0,1,0,0.0023171135385633896,0.061224489795918366,0.0,0,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
45,1,0,0,1,0,0.033432638199271766,0.02040816326530612,0.0,0,0,239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
46,3,0,0,0,0,0.018205892088712348,0.04081632653061224,0.006880733944954129,2,0,333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
47,1,0,0,1,0,0.13935782853359815,0.0,0.0,0,0,225,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
48,1,1,0,1,1,0.066203243958954,0.0,0.0,0,0,331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
49,4,0,1,1,0,0.05858987090367428,0.0,0.10665137614678899,1,1,339,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
50,2,0,0,0,0,0.3356504468718967,0.04081632653061224,0.0,0,1,210,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
51,2,0,0,1,0,0.5746441575637207,0.02040816326530612,0.0,0,0,134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
52,2,0,0,0,0,0.031115524660708375,0.02040816326530612,0.0,0,0,125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
53,1,0,0,1,0,0.14465408805031446,0.0,0.06536697247706422,1,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
54,3,0,0,1,0,0.08871234690499835,0.04081632653061224,0.0,0,0,171,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
55,3,0,0,1,0,0.05130751406818934,0.02040816326530612,0.0,0,0,170,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
56,4,0,0,0,1,0.045018205892088714,0.0,0.0,0,0,331,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
57,1,0,0,0,0,0.09632571996027806,0.0,0.0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
58,2,0,0,1,1,0.10261502813637868,0.0,0.0,0,0,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
59,3,0,0,1,1,0.1903343263819927,0.0,0.0,0,0,231,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
60,2,0,0,0,1,0.18205892088712347,0.04081632653061224,0.0,0,0,177,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
61,4,0,0,1,0,0.1055941741145316,0.0,0.0,0,0,86,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
62,3,0,1,0,0,0.0738166170142337,0.02040816326530612,0.0,0,0,141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
63,3,0,0,0,0,0.04303210857332009,0.02040816326530612,0.0,0,0,181,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
64,4,0,2,0,0,0.07249255213505462,0.0,0.0,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
65,3,0,0,1,0,0.04303210857332009,0.0,0.19610091743119265,5,0,238,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
66,1,0,0,1,0,0.04998344918901026,0.0,0.0,0,0,338,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
67,1,0,0,1,0,0.041708043694141016,0.061224489795918366,0.0,0,0,164,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
68,2,0,0,0,1,0.20721615359152598,0.04081632653061224,0.0,0,0,178,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
69,1,0,0,0,0,0.052962595167163194,0.02040816326530612,0.0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
70,2,0,0,0,0,0.08738828202581926,0.02040816326530612,0.2098623853211009,3,1,169,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
71,2,1,0,1,0,0.1244620986428335,0.0,0.0,0,0,241,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
72,1,0,1,1,0,0.04965243296921549,0.02040816326530612,0.0,0,0,237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
73,2,0,0,1,0,0.04965243296921549,0.08163265306122448,0.0,0,0,212,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
74,4,0,0,1,0,0.07183051969546508,0.0,0.0,0,0,231,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
75,3,0,0,0,0,0.020854021847070508,0.02040816326530612,0.0,0,0,140,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
76,2,0,0,1,0,0.12015888778550149,0.02040816326530612,0.34174311926605505,1,0,232,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
77,2,0,0,0,1,0.027474346242965905,0.10204081632653061,0.0,0,0,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
78,3,0,0,0,0,0.23071830519695466,0.0,0.0,0,0,330,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
79,2,0,0,1,0,0.066203243958954,0.02040816326530612,0.22591743119266056,1,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
80,1,0,0,1,0,0.21449851042701093,0.0,0.0,0,1,169,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
81,4,0,0,0,0,0.019529956967891428,0.02040816326530612,0.0,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
82,1,0,0,1,1,0.04832836809003641,0.0,0.0,0,0,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
83,3,0,0,0,0,0.13042039059913935,0.02040816326530612,0.5286697247706422,2,1,178,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
84,2,0,0,0,0,0.07282356835484939,0.0,0.0,0,1,185,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
85,3,0,0,1,0,0.13306852035749753,0.02040816326530612,0.0,0,0,239,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
86,2,0,0,0,1,0.018536908308507117,0.061224489795918366,0.0,0,0,178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
87,1,0,0,1,0,0.17113538563389605,0.02040816326530612,0.0,0,0,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
88,2,0,0,1,0,0.09102946044356174,0.0,0.0,0,0,259,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
89,1,0,0,1,0,0.06587222773915923,0.02040816326530612,0.0,0,0,226,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
90,2,0,0,0,0,0.06521019529956967,0.02040816326530612,0.0,0,0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
91,1,0,0,1,0,0.12181396888447533,0.04081632653061224,0.0,0,0,195,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
92,1,0,0,1,0,0.12810327706057598,0.0,0.0,0,1,228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
93,1,0,0,0,0,0.05329361138695796,0.02040816326530612,0.0,0,0,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
94,4,0,2,0,0,0.07514068189341278,0.08163265306122448,0.0,0,0,143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
95,2,0,0,0,0,0.09500165508109898,0.02040816326530612,0.0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
96,2,0,1,1,0,0.04799735187024164,0.02040816326530612,0.0,0,0,232,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
97,1,0,0,0,0,0.07580271433300231,0.0,0.15825688073394495,20,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
98,2,0,0,0,0,0.1552466070837471,0.0,0.2098623853211009,1,0,323,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
99,1,0,0,0,0,0.2423038728897716,0.0,0.0,0,1,331,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
100,2,0,0,1,0,0.11022840119165839,0.0,0.0,0,0,240,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
101,2,0,0,1,0,0.1817279046673287,0.0,0.42201834862385323,7,0,235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
102,3,0,1,0,0,0.11287653095001655,0.02040816326530612,0.0,0,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
103,4,0,0,1,0,0.020191989407480966,0.02040816326530612,0.0,0,0,233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
104,1,0,0,0,0,0.0016550810989738498,0.0,0.0,0,0,141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
105,1,0,0,1,0,0.08440913604766634,0.02040816326530612,0.16743119266055045,3,0,262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
106,2,0,0,1,1,0.12148295266468057,0.04081632653061224,0.0,0,0,206,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
107,1,0,0,1,0,0.0913604766633565,0.02040816326530612,0.0,0,0,332,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
108,4,0,0,0,0,0.07911287653095002,0.0,0.0,0,1,255,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
109,1,0,0,1,0,0.14266799073154585,0.04081632653061224,0.0,0,0,162,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
110,0,0,0,0,0,0.08407811982787157,0.10204081632653061,0.19495412844036697,3,1,185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
111,4,0,0,1,0,0.0009930486593843098,0.08163265306122448,0.0,0,0,156,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
112,1,0,0,1,1,0.10360807679576299,0.08163265306122448,0.0,0,0,170,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
113,1,0,0,0,0,0.023833167825223437,0.02040816326530612,0.23853211009174313,1,0,336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
114,0,0,0,0,0,0.05494869248593181,0.061224489795918366,0.0,0,1,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
115,0,0,0,0,1,0.12644819596160212,0.02040816326530612,0.0,0,1,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
116,1,0,0,1,0,0.026150281363786824,0.02040816326530612,0.0,0,0,228,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
117,0,0,0,0,1,0.020191989407480966,0.0,0.0,0,0,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
118,2,0,0,0,0,0.021516054286660046,0.0,0.0,0,0,141,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
119,3,0,0,0,0,0.18536908308507116,0.02040816326530612,0.0,0,0,198,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
120,1,0,0,1,0,0.19331347236014565,0.0,0.0,0,0,164,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
121,2,0,0,0,0,0.036080767957629926,0.061224489795918366,0.0,0,0,136,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
122,1,0,0,1,0,0.003972194637537239,0.0,0.0,0,0,225,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
123,2,0,0,0,1,0.2565375703409467,0.02040816326530612,0.0,0,0,170,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
124,3,1,0,1,0,0.09169149288315127,0.02040816326530612,0.30619266055045874,6,0,235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
125,1,0,0,0,0,0.6199933796756041,0.04081632653061224,0.0,0,1,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
126,0,0,0,0,0,0.015557762330354188,0.0,0.0,0,0,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
127,2,0,0,0,1,0.009268454154253558,0.04081632653061224,0.0,0,0,157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
128,1,0,0,0,0,0.05693478980470043,0.0,0.33142201834862384,3,0,330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
129,4,0,1,0,0,0.05196954650777888,0.0,0.0,0,1,262,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
130,2,0,0,1,0,0.0605759682224429,0.04081632653061224,0.0,0,0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
131,2,0,0,1,0,0.006620324395895399,0.0,0.0,0,0,220,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
132,2,1,0,1,0,0.020854021847070508,0.04081632653061224,0.0,0,0,216,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
133,3,0,0,1,0,0.026812313803376366,0.0,0.1938073394495413,2,0,238,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
134,1,0,0,1,0,0.10360807679576299,0.02040816326530612,0.0,0,0,237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
135,1,0,0,0,0,0.07679576299238662,0.1836734693877551,0.0,0,0,126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
136,1,0,0,1,1,0.0165508109897385,0.0,0.3967889908256881,2,0,239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
137,1,0,0,0,0,0.022178086726249588,0.0,0.0,0,0,330,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
138,3,0,0,1,0,0.16054286660046344,0.0,0.0,0,1,331,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
139,4,0,1,0,0,0.011585567692816948,0.02040816326530612,0.0,0,0,196,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
140,1,0,0,0,0,0.066203243958954,0.02040816326530612,0.0,0,0,142,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
141,1,0,0,1,0,0.14928831512744126,0.02040816326530612,0.0,0,0,163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
142,4,0,0,1,0,0.027143330023171135,0.0,0.0,0,0,216,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
143,1,0,0,1,0,0.06156901688182721,0.02040816326530612,0.0,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
144,2,0,0,1,1,0.0913604766633565,0.02040816326530612,0.0,0,0,238,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
145,1,0,0,0,1,0.19331347236014565,0.02040816326530612,0.0,0,0,143,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
146,4,0,0,0,1,0.013571665011585568,0.16326530612244897,0.0,0,0,196,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
147,3,0,0,1,0,0.05428666004634227,0.08163265306122448,0.0,0,0,164,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
148,3,0,0,1,0,0.06289308176100629,0.061224489795918366,0.5011467889908257,1,0,337,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
